epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.01624971814453602,,,,,
0,82,,,0.010625320486724377,1.0289771556854248,0.010625320486724377,1.9999980926513672,0.010625320486724377
0,82,0.013607391156256199,,,,,,
1,99,,0.006635712925344706,,,,,
1,149,,0.008100084960460663,,,,,
1,165,,,0.01058035809546709,1.024622917175293,0.01058035809546709,1.9999980926513672,0.01058035809546709
1,165,0.013561548665165901,,,,,,
2,199,,0.01690015196800232,,,,,
2,248,,,0.010999558493494987,1.0652190446853638,0.010999558493494987,1.9999980926513672,0.010999558493494987
2,248,0.013460345566272736,,,,,,
3,249,,0.00869457982480526,,,,,
3,299,,0.015498531982302666,,,,,
3,331,,,0.010899342596530914,1.0555139780044556,0.010899342596530914,1.9999980926513672,0.010899342596530914
3,331,0.01345147006213665,,,,,,
4,349,,0.010980719700455666,,,,,
4,399,,0.008087139576673508,,,,,
4,414,,,0.011094576679170132,1.0744208097457886,0.011094576679170132,1.9999982118606567,0.011094576679170132
4,414,0.013494939543306828,,,,,,
5,449,,0.0077216303907334805,,,,,
5,497,,,0.012636492028832436,1.223742961883545,0.012636492028832436,1.9999983310699463,0.012636492028832436
5,497,0.013461819849908352,,,,,,
6,499,,0.006335634738206863,,,,,
6,549,,0.008677687495946884,,,,,
6,580,,,0.010519171133637428,1.0186973810195923,0.010519171133637428,1.9999980926513672,0.010519171133637428
6,580,0.013437633402645588,,,,,,
7,599,,0.0075761014595627785,,,,,
7,649,,0.007448833901435137,,,,,
7,663,,,0.010369498282670975,1.0042028427124023,0.010369498282670975,1.9999979734420776,0.010369498282670975
7,663,0.013426197692751884,,,,,,
8,699,,0.009158479981124401,,,,,
8,746,,,0.01039773691445589,1.0069375038146973,0.01039773691445589,1.9999979734420776,0.01039773691445589
8,746,0.013393344357609749,,,,,,
9,749,,0.005052595399320126,,,,,
9,799,,0.0065930671989917755,,,,,
9,829,,,0.01067856140434742,1.0341330766677856,0.01067856140434742,1.9999980926513672,0.01067856140434742
9,829,0.013378574512898922,,,,,,
10,849,,0.01482937391847372,,,,,
10,899,,0.009450115263462067,,,,,
10,912,,,0.010401144623756409,1.0072674751281738,0.010401144623756409,1.9999979734420776,0.010401144623756409
10,912,0.013304203748703003,,,,,,
11,949,,0.017912715673446655,,,,,
11,995,,,0.01045228075236082,1.0122196674346924,0.01045228075236082,1.9999980926513672,0.01045228075236082
11,995,0.013402789831161499,,,,,,
12,999,,0.0066319843754172325,,,,,
12,1049,,0.037409842014312744,,,,,
12,1078,,,0.010601292364299297,1.0266501903533936,0.010601292364299297,1.9999980926513672,0.010601292364299297
12,1078,0.013239950872957706,,,,,,
